"Title","Writer","Score","Reviewcount","Novel","Genre","n"
"이방인","알베르 까뮈",0,0,"프랑스소설","X",27
"이방인","알베르 까뮈",8,4,"프랑스소설","X",27
"이방인","알베르 까뮈",0,0,"프랑스소설","X",27
"이방인","알베르 까뮈",0,0,"프랑스소설","X",27
"이방인","알베르 까뮈",10,1,"프랑스소설","X",27
"이방인","알베르 까뮈",0,0,"프랑스소설","X",27
"이방인","알베르 까뮈",8,81,"프랑스소설","X",27
"이방인","알베르 까뮈",8,7,"프랑스소설","X",27
"이방인","알베르 까뮈",0,0,"프랑스소설","X",27
"이방인","알베르 까뮈",7,2,"프랑스소설","X",27
"이방인","알베르 까뮈",0,0,"독일소설","X",27
"이방인","알베르 까뮈",8,1,"프랑스소설","X",27
"이방인","알베르 까뮈",7,2,"프랑스소설","X",27
"이방인","알베르 까뮈",8,13,"독일소설","X",27
"이상한 나라의 앨리스","루이스 캐롤",7,7,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",10,1,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",9,1,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",8,2,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",4,1,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이상한 나라의 앨리스","루이스 캐롤",0,0,"영미소설","X",15
"이성과 감성","제인 오스틴",10,3,"영미소설","X",4
"이성과 감성","제인 오스틴",8,1,"영미소설","X",4
"이성과 감성","제인 오스틴",0,0,"영미소설","X",4
"이성과 감성","제인 오스틴",8,4,"영미소설","X",4
"이집트 십자가의 비밀","엘러리 퀸",9,1,"x","추리",6
"이집트 십자가의 비밀","엘러리 퀸",8,3,"x","추리",6
"이집트 십자가의 비밀","엘러리 퀸",7,7,"x","추리",6
"이집트 십자가의 비밀","엘러리 퀸",9,1,"x","공포",6
"이집트 십자가의 비밀","엘러리 퀸",8,3,"x","공포",6
"이집트 십자가의 비밀","엘러리 퀸",7,7,"x","공포",6
"인간 실격","다자이 오사무",8,169,"일본소설","X",14
"인간 실격","다자이 오사무",0,0,"일본소설","X",14
"인간 실격","다자이 오사무",8,19,"일본소설","X",14
"인간 실격","다자이 오사무",0,0,"일본소설","X",14
"인간 실격","다자이 오사무",0,0,"일본소설","X",14
"인간 실격","다자이 오사무",0,0,"일본소설","X",14
"인간 실격","다자이 오사무",8,13,"일본소설","X",14
"인간 실격","다자이 오사무",0,0,"일본소설","X",14
"인간 실격","다자이 오사무",10,6,"일본소설","X",14
"인간 실격","다자이 오사무",10,4,"일본소설","X",14
"인간 실격","다자이 오사무",0,0,"일본소설","X",14
"인간 실격","다자이 오사무",0,0,"일본소설","X",14
"인간 실격","다자이 오사무",8,2,"일본소설","X",14
"인간 실격","다자이 오사무",8,87,"일본소설","X",14
"인간실격","다자이 오사무",8,5,"일본소설","X",5
"인간실격","다자이 오사무",0,0,"일본소설","X",5
"인간실격","다자이 오사무",0,0,"일본소설","X",5
"인간실격","다자이 오사무",0,0,"일본소설","X",5
"인간실격","다자이 오사무",0,0,"일본소설","X",5
"인간의 증명","모리무라 세이치",8,17,"x","추리",4
"인간의 증명","모리무라 세이치",8,17,"일본소설","X",4
"인간의 증명","모리무라 세이치",8,23,"x","추리",4
"인간의 증명","모리무라 세이치",8,22,"일본소설","X",4
"인형의 집","헨릭 입센",0,0,"영미소설","X",8
"인형의 집","헨릭 입센",8,5,"북유럽소설","X",8
"인형의 집","헨릭 입센",8,3,"북유럽소설","X",8
"인형의 집","헨릭 입센",7,3,"북유럽소설","X",8
"인형의 집","헨릭 입센",6,1,"북유럽소설","X",8
"인형의 집","헨릭 입센",5,3,"북유럽소설","X",8
"인형의 집","헨릭 입센",5,3,"기타 국가의 소설","X",8
"인형의 집","헨릭 입센",8,4,"기타 국가의 소설","X",8
"작은 아씨들","루이자 메이 올콧",8,5,"영미소설","X",4
"작은 아씨들","루이자 메이 올콧",10,1,"영미소설","X",4
"작은 아씨들","루이자 메이 올콧",0,0,"영미소설","X",4
"작은 아씨들","루이자 메이 올콧",0,0,"영미소설","X",4
"잠자는 살인","애거사 크리스티",8,6,"x","추리",5
"잠자는 살인","애거사 크리스티",8,2,"x","추리",5
"잠자는 살인","애거사 크리스티",0,0,"x","추리",5
"잠자는 살인","애거사 크리스티",8,6,"x","공포",5
"잠자는 살인","애거사 크리스티",0,0,"x","공포",5
"장례식을 마치고","애거사 크리스티",9,1,"x","추리",6
"장례식을 마치고","애거사 크리스티",10,1,"x","추리",6
"장례식을 마치고","애거사 크리스티",7,1,"x","추리",6
"장례식을 마치고","애거사 크리스티",7,10,"x","추리",6
"장례식을 마치고","애거사 크리스티",7,1,"x","공포",6
"장례식을 마치고","애거사 크리스티",7,10,"x","공포",6
"장미의 이름 (상)","움베르토 에코",8,89,"x","추리",4
"장미의 이름 (상)","움베르토 에코",8,89,"x","공포",4
"장미의 이름 (상)","움베르토 에코",8,10,"이탈리아소설","X",4
"장미의 이름 (상)","움베르토 에코",8,90,"이탈리아소설","X",4
"장미의 이름 (하)","움베르토 에코",8,42,"x","추리",4
"장미의 이름 (하)","움베르토 에코",8,42,"x","공포",4
"장미의 이름 (하)","움베르토 에코",8,5,"이탈리아소설","X",4
"장미의 이름 (하)","움베르토 에코",8,43,"이탈리아소설","X",4
"재앙의 거리","엘러리 퀸",8,14,"x","추리",5
"재앙의 거리","엘러리 퀸",7,4,"x","추리",5
"재앙의 거리","엘러리 퀸",7,4,"x","공포",5
"재앙의 거리","엘러리 퀸",8,14,"x","스릴러",5
"재앙의 거리","엘러리 퀸",8,14,"영미소설","X",5
"적과 흑 1","스탕달",0,0,"프랑스소설","X",5
"적과 흑 1","스탕달",0,0,"프랑스소설","X",5
"적과 흑 1","스탕달",8,18,"프랑스소설","X",5
"적과 흑 1","스탕달",8,1,"프랑스소설","X",5
"적과 흑 1","스탕달",8,18,"프랑스소설","X",5
"적과 흑 2","스탕달",0,0,"프랑스소설","X",5
"적과 흑 2","스탕달",0,0,"프랑스소설","X",5
"적과 흑 2","스탕달",8,8,"프랑스소설","X",5
"적과 흑 2","스탕달",0,0,"프랑스소설","X",5
"적과 흑 2","스탕달",8,10,"프랑스소설","X",5
"적과 흑","스탕달",8,1,"프랑스소설","X",7
"적과 흑","스탕달",0,0,"프랑스소설","X",7
"적과 흑","스탕달",8,6,"프랑스소설","X",7
"적과 흑","스탕달",0,0,"프랑스소설","X",7
"적과 흑","스탕달",6,2,"프랑스소설","X",7
"적과 흑","스탕달",10,1,"프랑스소설","X",7
"적과 흑","스탕달",8,4,"프랑스소설","X",7
"전락","알베르 까뮈",8,9,"프랑스소설","X",4
"전락","알베르 까뮈",9,1,"프랑스소설","X",4
"전락","알베르 까뮈",7,8,"프랑스소설","X",4
"전락","알베르 까뮈",7,8,"기타 국가의 소설","X",4
"전쟁과 평화 1","레프 톨스토이",8,19,"러시아소설","X",6
"전쟁과 평화 1","레프 톨스토이",10,1,"러시아소설","X",6
"전쟁과 평화 1","레프 톨스토이",8,4,"러시아소설","X",6
"전쟁과 평화 1","레프 톨스토이",6,5,"러시아소설","X",6
"전쟁과 평화 1","레프 톨스토이",9,1,"러시아소설","X",6
"전쟁과 평화 1","레프 톨스토이",6,3,"러시아소설","X",6
"전쟁과 평화 2","레프 톨스토이",8,9,"러시아소설","X",6
"전쟁과 평화 2","레프 톨스토이",0,0,"러시아소설","X",6
"전쟁과 평화 2","레프 톨스토이",10,3,"러시아소설","X",6
"전쟁과 평화 2","레프 톨스토이",8,2,"러시아소설","X",6
"전쟁과 평화 2","레프 톨스토이",0,0,"러시아소설","X",6
"전쟁과 평화 2","레프 톨스토이",5,3,"러시아소설","X",6
"전쟁과 평화 3","레프 톨스토이",8,7,"러시아소설","X",5
"전쟁과 평화 3","레프 톨스토이",0,0,"러시아소설","X",5
"전쟁과 평화 3","레프 톨스토이",10,1,"러시아소설","X",5
"전쟁과 평화 3","레프 톨스토이",8,1,"러시아소설","X",5
"전쟁과 평화 3","레프 톨스토이",0,0,"러시아소설","X",5
"젊은 베르터의 고뇌","요한 볼프강 폰 괴테",8,9,"독일소설","X",4
"젊은 베르터의 고뇌","요한 볼프강 폰 괴테",8,16,"독일소설","X",4
"젊은 베르터의 고뇌","요한 볼프강 폰 괴테",8,54,"독일소설","X",4
"젊은 베르터의 고뇌","요한 볼프강 폰 괴테",0,0,"독일소설","X",4
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",7,6,"프랑스소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,12,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,9,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,9,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,6,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",10,5,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,19,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,1,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,4,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,9,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,3,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",10,1,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",10,1,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",10,1,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",0,0,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",9,2,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,2,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",7,2,"독일소설","X",39
"젊은 베르테르의 슬픔","요한 볼프강 폰 괴테",8,99,"독일소설","X",39
"젊은 예술가의 초상","제임스 조이스",8,16,"영미소설","X",8
"젊은 예술가의 초상","제임스 조이스",0,0,"영미소설","X",8
"젊은 예술가의 초상","제임스 조이스",0,0,"영미소설","X",8
"젊은 예술가의 초상","제임스 조이스",0,0,"영미소설","X",8
"젊은 예술가의 초상","제임스 조이스",8,4,"영미소설","X",8
"젊은 예술가의 초상","제임스 조이스",0,0,"북유럽소설","X",8
"젊은 예술가의 초상","제임스 조이스",7,12,"북유럽소설","X",8
"젊은 예술가의 초상","제임스 조이스",0,0,"북유럽소설","X",8
"점과 선","마쓰모토 세이초",8,48,"x","추리",4
"점과 선","마쓰모토 세이초",7,12,"x","추리",4
"점과 선","마쓰모토 세이초",7,12,"x","공포",4
"점과 선","마쓰모토 세이초",8,48,"일본소설","X",4
"제노사이드","다카노 가즈아키",8,163,"x","추리",4
"제노사이드","다카노 가즈아키",8,162,"x","SF",4
"제노사이드","다카노 가즈아키",8,162,"x","스릴러",4
"제노사이드","다카노 가즈아키",8,162,"일본소설","X",4
"제인 에어","샬롯 브론테",0,0,"영미소설","X",4
"제인 에어","샬롯 브론테",0,0,"영미소설","X",4
"제인 에어","샬롯 브론테",0,0,"영미소설","X",4
"제인 에어","샬롯 브론테",0,0,"영미소설","X",4
"조선비록 혈기담 1","민소영",8,2,"x","추리",4
"조선비록 혈기담 1","민소영",8,2,"x","공포",4
"조선비록 혈기담 1","민소영",8,2,"x","스릴러",4
"조선비록 혈기담 1","민소영",8,2,"x","역사",4
"조선비록 혈기담 2","민소영",8,2,"x","추리",4
"조선비록 혈기담 2","민소영",8,2,"x","공포",4
"조선비록 혈기담 2","민소영",8,2,"x","스릴러",4
"조선비록 혈기담 2","민소영",8,2,"x","역사",4
"조지 R. R. 마틴 걸작선 꿈의 노래 1","조지 R. R. 마틴",8,4,"x","판타지",4
"조지 R. R. 마틴 걸작선 꿈의 노래 1","조지 R. R. 마틴",8,4,"x","SF",4
"조지 R. R. 마틴 걸작선 꿈의 노래 1","조지 R. R. 마틴",8,4,"영미소설","X",4
"조지 R. R. 마틴 걸작선 꿈의 노래 1","조지 R. R. 마틴",8,4,"작가 선집","X",4
"조지 R. R. 마틴 걸작선 꿈의 노래 2","조지 R. R. 마틴",0,0,"x","판타지",4
"조지 R. R. 마틴 걸작선 꿈의 노래 2","조지 R. R. 마틴",0,0,"x","SF",4
"조지 R. R. 마틴 걸작선 꿈의 노래 2","조지 R. R. 마틴",0,0,"영미소설","X",4
"조지 R. R. 마틴 걸작선 꿈의 노래 2","조지 R. R. 마틴",0,0,"작가 선집","X",4
"조지 R. R. 마틴 걸작선 꿈의 노래 3","조지 R. R. 마틴",0,0,"x","판타지",4
"조지 R. R. 마틴 걸작선 꿈의 노래 3","조지 R. R. 마틴",0,0,"x","SF",4
"조지 R. R. 마틴 걸작선 꿈의 노래 3","조지 R. R. 마틴",0,0,"영미소설","X",4
"조지 R. R. 마틴 걸작선 꿈의 노래 3","조지 R. R. 마틴",0,0,"작가 선집","X",4
"조지 R. R. 마틴 걸작선 꿈의 노래 4","조지 R. R. 마틴",0,0,"x","판타지",4
"조지 R. R. 마틴 걸작선 꿈의 노래 4","조지 R. R. 마틴",0,0,"x","SF",4
"조지 R. R. 마틴 걸작선 꿈의 노래 4","조지 R. R. 마틴",0,0,"영미소설","X",4
"조지 R. R. 마틴 걸작선 꿈의 노래 4","조지 R. R. 마틴",0,0,"작가 선집","X",4
"좁은 문","앙드레 지드",0,0,"프랑스소설","X",8
"좁은 문","앙드레 지드",8,2,"프랑스소설","X",8
"좁은 문","앙드레 지드",0,0,"프랑스소설","X",8
"좁은 문","앙드레 지드",8,20,"프랑스소설","X",8
"좁은 문","앙드레 지드",0,0,"프랑스소설","X",8
"좁은 문","앙드레 지드",0,0,"프랑스소설","X",8
"좁은 문","앙드레 지드",0,0,"프랑스소설","X",8
