"Title","Writer","Score","Reviewcount","Novel_X","Novel_Korea","Novel_United","Novel_Japan","Novel_China","Novel_SpainLatin","Novel_France","Novel_Germany","Novel_Russia","Novel_Italy","Novel_EEurope","Novel_NEurope","Novel_EtcCountry","Novel_WriterSelect","Genre_Mystery","Genre_Horror","Genre_Fantasy","Genre_Martialart","Genre_SF","Genre_Thriller","Genre_History","Genre_X"
"로베르 인명사전","아멜리 노통브",6,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"앙테크리스타","아멜리 노통브",8,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"왕자의 특권","아멜리 노통브",7,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"머큐리","아멜리 노통브",8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"푸른 수염","아멜리 노통브",8,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"황산","아멜리 노통브",6,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"추남, 미녀","아멜리 노통브",8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"느빌 백작의 범죄","아멜리 노통브",8,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"두려움과 떨림","아멜리 노통브",8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"오후 네 시","아멜리 노통브",8,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"제비 일기","아멜리 노통브",6,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"샴페인 친구","아멜리 노통브",7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"적의 화장법","아멜리 노통브",7,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"불쏘시개","아멜리 노통브",8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"살인자의 건강법","아멜리 노통브",6,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"시간의 옷","아멜리 노통브",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"생명의 한 형태","아멜리 노통브",8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"이토록 아름다운 세 살","아멜리 노통브",8,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"겨울 여행","아멜리 노통브",8,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"배고픔의 자서전","아멜리 노통브",9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"기계 심장을 단 발레리나 vol.1","아멜리아 카하니",8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"기계 심장을 단 발레리나 vol.2","아멜리아 카하니",8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"숲의 가족","아모스 오즈",7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"물결을 스치며 바람을 스치며","아모스 오즈",7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"나의 미카엘","아모스 오즈",8,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"삶과 죽음의 시","아모스 오즈",8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"시골 생활 풍경","아모스 오즈",8,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"사랑과 어둠의 이야기 1","아모스 오즈",4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"여자를 안다는 것","아모스 오즈",8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"사랑과 어둠의 이야기 2","아모스 오즈",5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"친구 사이","아모스 오즈",8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"동방의 항구들","아민 말루프",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17세기 러시아 문학","아바쿰 페트로프 등",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"마지막 기차는 너의 목소리","아베 가즈시게",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"대통령 항문에 사보타지","dcdc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"구미베어 살인사건","dcdc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"고은","고은",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"불타버린 지도","아베 고보",8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"타인의 얼굴","아베 고보",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"모래의 여자","아베 고보",8,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"겨울집","아베 도모지",8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"카마쿠라 향방 메모리즈 1","아베 아키코",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"카마쿠라 향방 메모리즈 2","아베 아키코",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"마농레스코","아베 프레보",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"마농 레스코 1","아베 프레보",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"마농 레스코 : Manon Lescaut(영문판)","아베 프레보",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"마농 레스코 2","아베 프레보",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"마농 레스코","아베 프레보",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"다크 히로인 2","아비가일 기브스",9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"다크 히로인 1","아비가일 기브스",8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"라이브 하우스 살인 사건","아비코 다케마루",6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"살육에 이르는 병","아비코 다케마루",8,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"뫼비우스의 살인","아비코 다케마루",8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"인형은 잠들지 않아","아비코 다케마루",9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"인형 탐정이 되다","아비코 다케마루",8,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0의 살인","아비코 다케마루",7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"그라운드의 시","아사노 아츠코",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"그라운드의 하늘","아사노 아츠코",8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"산다화","아사다 지로",6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"프리즌 호텔 4","아사다 지로",8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"쓰바키야마 과장의 7일간","아사다 지로",8,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"사고루기담","아사다 지로",8,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"철도원","아사다 지로",8,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"지하철","아사다 지로",8,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"프리즌 호텔 1","아사다 지로",6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"고로지 할아버지의 뒷마무리","아사다 지로",8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"프리즌 호텔 3","아사다 지로",6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"프리즌 호텔 2","아사다 지로",6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"칼에 지다 (상)","아사다 지로, 양윤옥 역",8,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"칼에 지다 (하)","아사다 지로, 양윤옥 역",8,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"누구","아사이 료",8,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"스페이드 3","아사이 료",5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"해월의 딸, 용담할매","고은광순",10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"여자의 행복","아사히나 아스카",8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"우울한 해즈빈","아사히나 아스카",8,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"낙원의 샘","아서 C. 클라크",8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3001 최후의 오디세이","아서 C. 클라크",9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2010 스페이스 오디세이","아서 C. 클라크",10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"라마와의 랑데부","아서 C. 클라크",8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2001 스페이스 오디세이","아서 C. 클라크",8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"유년기의 끝","아서 C. 클라크",8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2061 스페이스 오디세이","아서 C. 클라크",6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"신의 망치","아서 C. 클라크",7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"갈릴레오의 아이들","아서 C. 클라크, 조지 R. R. 마틴, 어슐러 르 귄",8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"이 나라에서는 두꺼비가 왕 ","아서 매직. K",8,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"불타는 피라미드","아서 매켄",8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"셜록 홈스의 라이벌들","아서 모리슨, 배로니스 에뮤스카 오르치, 브레트 하트, 캐서린 루이자 퍼키스, 클리포드 애시다운",8,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜롬 홈즈 그의 마지막 인사","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 사건집","아서 코난 도일",10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 귀환 1집 : The Return of Sherlock Holmes (영어 원서)","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"네 개의 서명","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"큰글씨 주홍색 연구","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 회상","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"셜록 홈즈 에센셜 에디션 02","아서 코난 도일",10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 에센셜 에디션 01","아서 코난 도일",8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈스의 회상록","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈스의 사건집","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 여인들 2","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 Best 12","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 회고록","아서 코난 도일",10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 X-파일","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록홈즈의귀환 2","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"명탐정 셜록 홈즈","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 말","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 주홍색 연구","아서 코난 도일",8,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 여인들","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"초판본 미니북 주홍색 연구","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 20","아서 코난 도일",8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 : 더 얼티밋 에디션 (왓슨 편)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The Valley of Fear","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The Return of Sherlock Holmes","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 : 더 얼티밋 에디션 (홈즈 편)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록의 모험","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 바스커빌 가문의 개","아서 코난 도일",8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"배스커빌의 개","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"초판본 셜록홈즈 주홍색 연구","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"셜록홈즈 베스트 단편선 13","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 1","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"아서 코난 도일 미스터리 걸작선","아서 코난 도일",8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"셜록홈즈 추리걸작선","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 3","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"홈즈 장편 베스트 걸작선","아서 코난 도일",6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록홈즈 장편 베스트 걸작선","아서 코난 도일",7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 4 _공포의 계곡","아서 코난 도일",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"셜록홈즈 베스트 12","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 베스트 걸작선","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"네 사람의 서명","아서 코난 도일",8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 귀환","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"셜록홈즈의 사건집 2","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"마라코트 심해","아서 코난 도일",5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"존 스미스 이야기","아서 코난 도일",8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"공포의 계곡","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"바스커빌의 개","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"홈즈 단편 베스트 걸작선 17","아서 코난 도일",7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"배스커빌가의 개","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 귀환 13편 : The Return of Sherlock Holmes (영어 원서)","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"The Case-book of Sherlock Holmes","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"홈즈 베스트 사건 파일","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 2","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 ‘마지막 인사’ 8편 모음집 : His Last Bow. An Epilogue of Sherlock Holmes (영어 원서)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"진홍색 연구 ","아서 코난 도일",8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"주홍색 연구 - 셜록 홈즈 : A Study in Scarlet (영어 원서)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록홈즈의귀환 1","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"초판본 주홍색 연구","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"주홍색 연구","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"셜록 홈즈의 회상 11편 : The Memoirs of Sherlock Holmes(영어 원서)","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 모험 1집 : The Adventures of Sherlock Holmes (영어 원서)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"셜록 홈즈의 회고록","아서 코난 도일",8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록홈즈의 귀환 3","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 사건","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록홈즈 배스커빌의 사냥개","아서 코난 도일",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"셜록 홈스의 모험","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"공포의 계곡 1","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"공포의 계곡","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"주석 달린 셜록 홈즈 2","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"공포의 계곡 2","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈스의 마지막 인사","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 베스트 10","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 명작선 15","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"주석 달린 셜록 홈즈 6","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 귀환 2집 : The Return of Sherlock Holmes (영어 원서)","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 사건 수첩","아서 코난 도일",10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"공포의 계곡 - 셜록 홈즈 : The Valley of Fear (영어 원서)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"셜록 홈즈의 모험 2집 : The Adventures of Sherlock Holmes (영어 원서)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"셜록 홈즈의 모험 12편 : The Adventures of Sherlock Holmes (영어 원서)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"주홍색 연구","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"셜록 홈스 걸작선","아서 코난 도일",8,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"바스커빌 씨네 사냥개","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"바스커빌 가문의 사냥개","아서 코난 도일",10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"주석 달린 셜록 홈즈 3","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The Adventures of Sherlock Holmes","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 회상 1집 : The Memoirs of Sherlock Holmes (영어 원서)","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"주홍색 연구, 네 사람의 서명","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 대표 단편선 3","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈의 모험","아서 코난 도일",8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"셜록 홈즈의 마지막 인사","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"명탐정 셜록 홈즈 추리 걸작선 ","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록홈즈의 귀환 4","아서 코난 도일",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 걸작선","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 걸작선 3","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"바스커빌 가문의 개 - 셜록 홈즈 : The Hound of the Baskervilles (영어 원서)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"주석 달린 셜록 홈즈 4","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 대표 장편선","아서 코난 도일",10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 베스트 단편 걸작선 2","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 베스트 단편선","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 대표 단편선 23","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈즈 대표 장편선 2","아서 코난 도일",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"네 개의 서명 - 셜록 홈즈 : The Sign of the Four (영어 원서)","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"셜록 홈스의 귀환","아서 코난 도일",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
