"Title","Writer","Series","Price","Pagenum","Reviewcount","Score","Sellnum","Novel_X","Novel_Korea","Novel_United","Novel_Japan","Novel_China","Novel_SpainLatin","Novel_France","Novel_Germany","Novel_Russia","Novel_Italy","Novel_EEurope","Novel_NEurope","Novel_EtcCountry","Novel_WriterSelect","Genre_Mystery","Genre_Horror","Genre_Fantasy","Genre_Martialart","Genre_SF","Genre_Thriller","Genre_History","Genre_X","n"
"세월의 돌 5","전민희","X",9000,336,0,0,1206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"세월의 돌 6","전민희","X",9000,352,0,0,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"세월의 돌 7","전민희","X",9000,344,0,0,1188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"세월의 돌 8","전민희","X",9000,372,1,10,1188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"세월의 무늬","양창국","X",13500,307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세월이 흐르는 강","김상원","X",10000,406,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세이렌","디터 벨러스호프","X",8550,247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세이렌의 참회","나카야마 시치리","X",13320,424,34,8,840,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세인트 메리의 리본","이나미 이쓰라","X",5000,256,5,9,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"세일럼의 마녀와 사라진 책","캐서린 호우","X",12600,568,35,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"세일즈 플래닛 1","방진호","X",9900,372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세일즈 플래닛 2","방진호","X",9900,388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세일즈 플래닛 3","방진호","X",9900,382,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세작 암류흔 1","나투","X",7200,336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"세작 암류흔 2","나투","X",7200,336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"세작 암류흔 3","나투","X",7200,336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"세작 암류흔 4","나투","X",7200,336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"세잔을 위한 진혼곡","베르트랑 퓌아르","X",9900,318,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"세종 & 김종서 군신","박충훈","X",14400,542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"세종 인육 비사","조동인","X",11700,376,12,8,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세종대왕 이도 1","이상우","X",11700,296,2,8,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"세종대왕 이도 2","이상우","X",11700,296,2,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"세종대왕 이도 3","이상우","X",11700,320,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"세종대왕 이도 세트","이상우","X",35100,912,9,8,378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"세종특별수사대 시아이애이","손선영","X",11700,368,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"세초, 시린 바람을 씻다","최복만","X",11700,264,0,0,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세컨드 라이프","S. J. 왓슨","X",13320,492,4,8,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세탁소","모리 준이치","X",11250,256,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세피아빛 초상","이사벨 아옌데","X",9000,397,3,8,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"세한 소나무","정채봉 글/김동성 그림","X",8100,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"센 강변의 작은 책방","레베카 레이즌","X",11700,432,12,8,11586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"센타크논","임웅","X",12600,331,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"센터 포워드 10","진문영","X",7200,304,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"센터 포워드 5","진문영","X",7200,311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"센터 포워드 6","진문영","X",7200,320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"센터 포워드 7","진문영","X",7200,302,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"센터 포워드 8","진문영","X",7200,305,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"센터 포워드 9","진문영","X",7200,316,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"센트럴 파크","기욤 뮈소","2015 올해의 책",12420,336,123,8,6954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"센티멘털도 하루 이틀 1 (큰글자도서)","김금희","X",19000,136,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"센티멘털도 하루 이틀 2 (큰글자도서)","김금희","X",19000,150,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"센티멘털리스트","조해나 스킵스루드","X",11700,266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셀 1","스티븐 킹","X",10800,288,26,6,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"셀 2","스티븐 킹","X",10800,284,6,8,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"셀 7","케리 드루어리","X",14220,456,7,8,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셀렉션","키에라 카스","X",11250,400,13,8,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셀쿠프인 이야기","이경희 역","X",18000,142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셀쿠프인 이야기 큰글씨책","이경희 역","X",28000,142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셀프","얀 마텔","X",12600,488,0,0,258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셈을 할 줄 아는 까막눈이 여자","요나스 요나손","2014 올해의 책",13320,544,136,8,3180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"셈을 할 줄 아는 까막눈이 여자 (큰글자판)","요나스 요나손","X",13320,704,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"셔츠","예브게니 그리시코베츠","X",13320,312,7,8,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셜로키언","그레이엄 무어","X",12600,420,19,8,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 : 크로니클","스티브 트라이브","X",18500,320,27,8,618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 1","아서 코난 도일","X",11700,416,31,8,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셜록 2","아서 코난 도일","X",11700,400,9,8,162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 케이스북","가이 애덤스 편 / 하현길 역","X",13500,160,38,8,273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스 걸작선","아서 코난 도일","X",16200,854,21,8,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈스 단편선","아서 코넌 도일","X",7200,248,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스 전집 단편집 세트","아서 코난 도일","X",68400,NA,2,10,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스 전집 장편 세트","아서 코난 도일","X",46800,NA,4,8,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스 전집 장편 카카오프렌즈 서머 에디션","아서 코난 도일","셜록 홈스 카카오프렌즈 스페셜 에디션",39420,1196,4,9,10362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스와 베이커가 소년 탐정단","미나세 모토","X",8550,351,1,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스의 귀환","아서 코난 도일","X",15120,608,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스의 라이벌들","아서 모리슨, 배로니스 에뮤스카 오르치, 브레트 하트, 캐서린 루이자 퍼키스, 클리포드 애시다운","X",21600,700,26,8,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스의 마지막 인사","아서 코난 도일","X",12420,364,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스의 모험","아서 코난 도일","X",14220,536,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스의 사건집","아서 코난 도일","X",13320,464,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈스의 회상록","아서 코난 도일","X",13320,480,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈","아서 코난 도일","X",10362.86,536,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"셜록 홈즈 : 더 얼티밋 에디션 (왓슨 편)","아서 코난 도일","X",13500,584,0,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 : 더 얼티밋 에디션 (홈즈 편)","아서 코난 도일","X",13500,560,0,0,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 : 더 얼티밋 에디션 홈즈+왓슨 편 세트","아서 코난 도일","X",24000,1148,4,8,3072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 1","아서 코난 도일","X",9000,456,0,0,534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 1 _주홍색 연구","아서 코난 도일","X",3960,NA,1,8,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈 2","아서 코난 도일","X",9000,424,0,0,660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 2 _네 개의 서명","아서 코난 도일","X",3960,NA,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈 20","아서 코난 도일","X",14220,667,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 3","아서 코난 도일","X",9000,456,0,0,528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 3 _배스커빌가의 개","아서 코난 도일","X",4950,NA,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈 4 _공포의 계곡","아서 코난 도일","X",4950,299,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈 Best 12","아서 코난 도일","X",10800,390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 X-파일","아서 코난 도일","X",9000,352,0,0,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 걸작선","아서 코난 도일","X",9900,464,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 걸작선 2","아서 코난 도일","X",9900,455,0,0,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 걸작선 3","아서 코난 도일","X",9900,472,0,0,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 단편 걸작선","아서 코난 도일","X",8100,424,1.5,4.5,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"셜록 홈즈 단편 베스트 12","아서 코난 도일","X",10800,511,6,8,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈 대표 단편선","아서 코난 도일","X",8820,575,4,8,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 대표 단편선 2","아서 코난 도일","X",8820,576,0,0,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 대표 단편선 23","아서 코난 도일","X",14800,824,0,0,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 대표 단편선 3","아서 코난 도일","X",8820,520,0,0,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 대표 단편선 4","아서 코난 도일","X",10800,480,0,0,243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 대표 장편선","아서 코난 도일","X",8820,576,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 대표 장편선 2","아서 코난 도일","X",10800,760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 마지막 날들","미치 컬린","X",10800,344,10,7,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 마지막 인사","아더 코난 도일","X",6120,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈 명작선 15","아서 코난 도일","X",9450,430,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 모험 걸작선","아서 코난 도일","X",9000,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 미공개 사건집","존 딕슨 카","X",9900,344,14,7,222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 미스터리 걸작선","아서 코난 도일","X",8100,399,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 바스커빌 가문의 개","아서 코난 도일","X",9900,344,4,8,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 베스트 10","아서 코난 도일","X",11700,412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 베스트 걸작선","아서 코난 도일","X",9000,399,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈 베스트 단편 걸작선 1","아서 코난 도일","X",13320,640,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 베스트 단편 걸작선 2","아서 코난 도일","X",13320,656,0,0,159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 베스트 단편선","아서 코난 도일","X",9750,264,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"셜록 홈즈 사건집","아더 코난 도일 / 조용만 조민영 공역","X",7020,378,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈 소설 전집 1 주홍색 연구","아서 코난 도일","X",7110,208,9,8,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 소설 전집 2 네 사람의 서명","아서 코난 도일","X",7110,200,9,8,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 소설 전집 3 바스커빌가의 사냥개 ","아서 코난 도일","X",8010,304,9,8,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 소설 전집 4 공포의 계곡","아서 코난 도일","X",8010,320,10,8,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 소설 전집 5 셜록 홈즈의 모험","아서 코난 도일","X",9810,480,9,8,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 소설 전집 6 셜록 홈즈의 회고록","아서 코난 도일","X",8910,448,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 소설 전집 7 셜록 홈즈의 귀환 ","아서 코난 도일","X",10710,512,8,8,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 소설 전집 8 그의 마지막 인사 ","아서 코난 도일","X",8010,296,8,8,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 소설 전집 9 셜록 홈즈의 사건집 ","아서 코난 도일","X",8910,384,7,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 실크 하우스의 비밀","앤터니 호로비츠","X",10800,400,62,8,414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 에센셜 에디션 01","아서 코난 도일","X",13500,596,4,8,3690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 에센셜 에디션 01+02 세트","아서 코난 도일","X",27000,NA,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 에센셜 에디션 02","아서 코난 도일","X",13500,596,3,10,3564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 전집 1","아서 코난 도일","셜록 홈즈 전집 시리즈",7200,212,124,8,1086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈 전집 2","아서 코난 도일","X",7200,200,51,8,380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
"셜록 홈즈 전집 3","아서 코난 도일","X",8100,290,50,8,428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
"셜록 홈즈 전집 4","아서 코난 도일","X",8100,288,41,8,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈 전집 5","아서 코난 도일","X",9900,454,32,8,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 전집 6","아서 코난 도일","X",9000,382,25,8,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈 전집 7","아서 코난 도일","X",10800,499,15,8,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈 전집 8","아서 코난 도일","X",8550,344,8,7.5,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
"셜록 홈즈 전집 9 (소설 완결판)","아서 코난 도일","X",9000,393,13,7,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
"셜록 홈즈 전집 세트","아서 코난 도일","X",54571.43,3022,11,8,8637.429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7
"셜록 홈즈 전집 핸드북 세트","아서 코난 도일","X",22500,2976,1,8,3162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈 주홍색 연구","아서 코난 도일","X",8100,272,22,8,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈 회고록","아서 코난 도일","X",10800,440,1,10,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈와 베일에 가린 탐정","데이비드 스튜어트 데이비스","X",11520,384,9,8,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈와 엉킨 실타래","데이비드 스튜어트 데이비스","X",11520,344,9,8,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈와 인도의 별","캐롤 부게","X",11520,336,9,8,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈와 헨차우 사건","데이비드 스튜어트 데이비스","X",11520,248,9,8,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈의 ‘마지막 인사’ 8편 모음집 : His Last Bow. An Epilogue of Sherlock Holmes (영어 원서)","아서 코난 도일","X",14800,284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈의 귀환","아더 코난 도일","X",7920,425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10
"셜록 홈즈의 귀환","아서 코난 도일","X",10113.75,507,0,0,13.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10
"셜록 홈즈의 귀환 13편 : The Return of Sherlock Holmes (영어 원서)","아서 코난 도일","X",18700,382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈의 귀환 1집 : The Return of Sherlock Holmes (영어 원서)","아서 코난 도일","X",11100,191,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈의 귀환 2집 : The Return of Sherlock Holmes (영어 원서)","아서 코난 도일","X",11300,196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈의 마지막 인사","아서 코난 도일","X",6677.778,318,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9
"셜록 홈즈의 말","아서 코난 도일","X",10800,300,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈의 모험","아더 코난 도일","X",7920,430,1,8,174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11
"셜록 홈즈의 모험","아서 코난 도일","X",9433.333,480,3,8,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11
"셜록 홈즈의 모험 12편 : The Adventures of Sherlock Holmes (영어 원서)","아서 코난 도일","X",17800,358,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈의 모험 1집 : The Adventures of Sherlock Holmes (영어 원서)","아서 코난 도일","X",10600,178,0,0,318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈의 모험 2집 : The Adventures of Sherlock Holmes (영어 원서)","아서 코난 도일","X",10800,185,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"셜록 홈즈의 사건","아서 코난 도일","X",9000,432,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈의 사건 수첩","아서 코난 도일","X",9000,376,3,10,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
"셜록 홈즈의 사건집","아서 코난 도일","X",7733.333,431,1,10,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"셜록 홈즈의 세계","백영미 역","X",11700,271,5,6,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"셜록 홈즈의 여인들","아서 코난 도일","X",11520,480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈의 여인들 2","아서 코난 도일","X",11520,424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈의 증명","조영주","X",11700,360,2,8,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"셜록 홈즈의 책 ","데이비드 스튜어트 데이비스 등","X",28000,352,0,0,354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"셜록 홈즈의 회고록","아서 코난 도일","X",8010,398,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
