"Title","Writer","Series","Price","Pagenum","Reviewcount","Score","Sellnum","Novel_X","Novel_Korea","Novel_United","Novel_Japan","Novel_China","Novel_SpainLatin","Novel_France","Novel_Germany","Novel_Russia","Novel_Italy","Novel_EEurope","Novel_NEurope","Novel_EtcCountry","Novel_WriterSelect","Genre_Mystery","Genre_Horror","Genre_Fantasy","Genre_Martialart","Genre_SF","Genre_Thriller","Genre_History","Genre_X","n"
"'에드거 앨런 포' 베스트 단편집 : The Best of Edgar Allan Poe (영어 원서)","에드거 앨런 포","X",15000,288,0,0,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(그 느낌 그대로) 국어 교과서 단편소설 1집","김유정 등","X",14000,264,0,0,246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(그 느낌 그대로) 국어 교과서 단편소설 2집","김유정 등","X",10800,185,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(그동안 숨겨진 희귀본) 그림형제 동화 1집 : Grimms' Fairy Tales (영어 원서)","그림 형제","X",11000,189,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(그동안 숨겨진 희귀본) 그림형제 동화 2집 : Grimms' Fairy Tales (영어 원서)","그림 형제","X",11400,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(독일 동화) 그림형제 동화집 62편 : Grimms' Fairy Tales (영문판)","그림 형제","X",16900,336,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(명탐정) 브라운 신부의 결백 : The Innocence of Father Brown (영어 원서)","G. K. 체스터턴","X",16400,325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"(명탐정) 브라운 신부의 지혜 : The Wisdom of Father Brown (영어 원서)","G. K. 체스터턴","X",15400,299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"(불문학작품 36) LE NEVEU DE RAMEAU : 라모의 조카","DIDEROT","X",6000,172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(소파) 방정환 단편소설 (추가 발굴 작품 수록)","방정환","X",12400,225,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(소파) 방정환 번안소설","방정환","X",11000,189,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(소파) 방정환 창작 동화집 (추가 발굴 작품 수록)","방정환","X",9300,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(일본 현대문학 대표작선 11) 전원의 우울","사토 하루오","X",4950,186,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[문고판] 장정일 삼국지 3","장정일","X",4950,392,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"[문고판] 장정일 삼국지 4","장정일","X",4950,384,1,9,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"[문고판] 장정일 삼국지 5","장정일","X",4950,412,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"[보급판 문고본] 노란 코끼리","스에요시 아키코","X",5400,260,4,6,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[사랑의 침묵] 사랑수업","로시오 까르모나","X",10800,320,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[살인해도 될까요?] 줄리언 웰즈의 죄","토머스 H. 쿡","X",12420,328,10,8,156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[映]암리타","노자키 마도","X",8100,224,1,9,249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"[예스리커버] 이반 데니소비치 수용소의 하루","알렉산드르 이자에비치 솔제니친","X",9000,284,6,7,22305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[예약판매] 교토탐정 홈즈 6","모치즈키 마이","X",9000,350,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"[예약판매] 동트기 힘든 긴 밤","쯔진천","X",13320,468,7,8,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[예약판매] 무너지는 뇌를 끌어안고","치넨 미키토","X",13320,340,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"[예약판매] 바르도의 링컨","조지 손더스","X",14220,500,0,0,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[예약판매] 방아쇠수지증후군","권행백, 강성남, 일곱째별","X",15000,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"‘니콜라이 고골’ 베스트 단편집 : The Best Short Stories of Nikolai Gogol (영문판)","니콜라이 고골","X",13600,255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"‘메아리’와의 만남","양귀자","X",9000,56,0,0,138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"007 죽느냐 사느냐","이언 플레밍","X",12600,332,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"01142","공윤환","X",6650,174,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"02 영이","김사과","X",11700,264,8,6,624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"0시 5분 전","윤진상","X",12420,224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"0시간으로","애거사 크리스티","X",8820,526,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"0시를 향하여","애거사 크리스티","X",7800,300,8,7,401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
"0의 살인","아비코 다케마루","X",10800,256,10,7,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1:12","양정은","X",7200,116,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1004번의 파르티타","이은희","X",10800,228,2,8,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"100년전 우리가 먹은 음식","백석, 이효석, 채만식","X",12160,224,1,10,894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"100배로 갚아주겠어 1","골드 아공간","X",7200,302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 2","골드 아공간","X",7200,295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 3","골드 아공간","X",7200,288,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 4","골드 아공간","X",7200,311,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 5","골드 아공간","X",7200,295,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 6","골드 아공간","X",7200,286,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 7","골드 아공간","X",7200,296,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 8","골드 아공간","X",7200,288,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100세 노인 + 까막눈이 여자 세트","요나스 요나손","X",25740,1056,470,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"100일 동안의 행복 1","파우스토 브리치","X",10800,316,0,0,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"100일 동안의 행복 2","파우스토 브리치","X",10800,360,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"1026","김진명","X",12420,472,67,8,1890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"1030","리 차일드","X",13320,488,20,8,204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"10개월, 종말이 오다","최경빈, 윤병현, 진위명, 김보람, 박해로, 원상이, 최철진 공","X",10800,400,6,8,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
"10년 동안의 죽음","곽기성","X",13320,442,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"10년 후의 일상","편석준","X",11250,224,4,8,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"10만 분의 1의 우연","마쓰모토 세이초","X",10800,400,20,8,114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"10번째 기념일","제임스 패터슨","X",11700,436,1,10,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"10분의 기적","키아라 감베랄레","X",12420,264,3,8,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"10월의 아이","필립 베송","X",9900,234,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"10일간의 불가사의","엘러리 퀸","X",7020,405,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"11/22/63 1","스티븐 킹","X",12150,512,35,8,411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"11/22/63 2","스티븐 킹","X",14220,744,17,8,270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"11:59PM 밤의 시간","김이은","X",11700,272,11,8,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"11문자 살인사건","히가시노 게이고","X",13320,344,61,8,33546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"11분","파울로 코엘료","X",10800,352,168,7,2190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"12.21 종말의 날","더스틴 토머슨","X",12600,467,6,6,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"120% COOOL","야마다 에이미","X",8550,227,5,8,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"12번째 카드","제프리 디버","X",12150,564,15,8,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"12송이 백합과 13일간의 살인","안드레아스 프란츠","X",12420,512,45,8,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"12월 10일","조지 손더스","X",11700,321,8,8,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"12인 12색","신재형 등","X",10800,359,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"13.67","찬호께이","X",15300,664,52,8,9477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"13개의 성물 ","마이클 스콧 공","X",13500,504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"13계단","다카노 가즈아키","X",10800,365,152,8,8229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"13시간","디온 메이어","X",14400,560,20,8,264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
"13의 비밀","조르즈 시므농","X",7200,252,1,8,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"13인당 이야기","오노레 드 발자크","X",15120,604,0,0,516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"13인의 만찬","애거사 크리스티","X",7200,313,5,7,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
"13일의 김남우","김동식","X",11700,428,6,8,11028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"13호 독방의 문제","잭 푸트렐","X",7920,403,4,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"1598년 11월 19일 : 노량, 지지 않는 별","장한성","X",14250,319,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15소년 표류기","쥘 베른","X",6750,212,0,0,354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15소년 표류기 2","쥘 베른","X",10800,307,2,9,162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"16세 아빠 샘의 고백","닉 혼비","X",12150,360,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"16세기 러시아 문학","막심 그렉 등","X",12000,364,1,10,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"16세기 러시아 문학 천줄읽기","막심 그렉 등","X",22000,364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"17세기 러시아 문학","아바쿰 페트로프 등","X",23000,370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"17세기 러시아 풍자문학","작자 미상 / 조주관 역","X",23000,306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"1850 대한제국 1","이윤규","X",7200,320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1850 대한제국 2","이윤규","X",7200,317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1850 대한제국 7","이윤규","X",7200,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1850 대한제국 8","이윤규","X",7200,295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1859-1999","김상혁 등","X",10800,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1874 대혁명 1","다물","X",7200,304,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 10","다물","X",7200,287,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 11","다물","X",7200,286,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 12","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"1874 대혁명 13","다물","X",7200,280,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"1874 대혁명 14","다물","X",7200,285,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"1874 대혁명 15","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"1874 대혁명 16","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"1874 대혁명 17","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1874 대혁명 18","다물","X",7200,287,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1874 대혁명 19","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 2","다물","X",7200,320,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 20","다물","X",7200,287,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 21","다물","X",7200,287,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 22","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 23","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 3","다물","X",7200,296,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 4","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 5","다물","X",7200,285,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 6","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 7","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 8","다물","X",7200,287,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 9","다물","X",7200,288,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"18시의 음악욕","운노 주자","X",12600,368,16,8,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"1904 대한민국 4","박대성","X",7650,255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1930년대 중국여성소설 명작선 1","빙신, 루인, 천잉 공","X",14400,332,0,0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1943년, 베를린, 러브스토리","에리카 피셔","X",11520,368,10,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"1944, 테러리스트, 첼로","이숙경","X",3600,92,0,0,249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1945년 여름","김석범","X",12350,369,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1961","하태환 원","X",10800,247,1,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1970년의 죽음, 판문점 외","이호철","X",12350,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"1973년의 핀볼","무라카미 하루키","X",12150,240,12,8,1536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1980 (1) 큰글씨책","노재열","X",22500,212,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1980 (2) 큰글씨책","노재열","X",22500,144,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984","조지 오웰","X",9126,424,0,0,458.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
"1984 ","조지 오웰","X",7020,360,0,0,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984 (1)","조지 오웰","X",4500,248,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984 (2)","조지 오웰","X",4500,236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984 1","조지 오웰","X",8010,278,0.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"1984 2","조지 오웰","X",8010,291,0.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"1984 세트","조지 오웰","X",10440,542,9,8,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984년","조지 오웰","X",8100,387,5,8.5,705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"1984년","조지 오웰","문예 세계문학선",8100,356,25,7,366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"1984년 / 동물농장 / 복수는 괴로워라","조지 오웰","X",8370,437,1,9.5,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"1994년 어느 늦은 밤","유현산","X",11700,384,7,8,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1995","이경희, 채현선, 김형주","X",12600,248,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19번째 아내 1","데이비드 에버쇼프","X",10620,424,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"19번째 아내 2","데이비드 에버쇼프","X",10620,403,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"19세기 미국 단편 걸작선","황재광","X",17000,257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19호실로 가다","도리스 레싱","X",12420,348,46,8,19053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1F/B1 일층, 지하 일층","김중혁","X",10800,304,20,8,732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 1","무라카미 하루키","X",13320,656,358,8,15474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 1~3권 세트","무라카미 하루키","X",40860,1997,732,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 2","무라카미 하루키","X",13320,597,127,8,15756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 3","무라카미 하루키","X",14220,744,194,8,17634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK 세트","무라카미 하루키","X",29700,NA,4,7,4824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK1 상 ","무라카미 하루키","X",4950,288,2,9,420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK1 하","무라카미 하루키","X",4950,288,3,8,390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK2 상","무라카미 하루키","X",4950,280,3,8,366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK2 하","무라카미 하루키","X",4950,248,2,9,546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK3 상","무라카미 하루키","X",4950,320,3,8,444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK3 하","무라카미 하루키","X",4950,320,2,8,564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1의 비극","노리즈키 린타로","X",10800,378,15,8,267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"1인 레이드 1","박성균","X",7200,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 2","박성균","X",7200,304,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 3","박성균","X",7200,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 4","박성균","X",7200,295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 5","박성균","X",7200,295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 6","박성균","X",7200,295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 7","박성균","X",7200,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 8","박성균","X",7200,295,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1초 후","윌리엄 포르스첸","X",13320,648,4,7,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3
"1파운드의 슬픔","이시다 이라","X",10800,272,27,8,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2001 스페이스 오디세이","아서 C. 클라크","X",13500,356,5,8,744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"2004' 올해의 추리소설 슈퍼모델","한국추리작가협회 편","X",8550,289,1,8,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2006 중국어문학 연감","중국학@센터","X",20000,225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2010 스페이스 오디세이","아서 C. 클라크","X",13500,468,1,10,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"2010 제1회 젊은 작가상 수상 작품집","김중혁, 편혜영, 이장욱, 배명훈, 김미월","X",9900,325,56,8,768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2011 제2회 젊은 작가상 수상 작품집","김애란, 김이환, 김사과, 김유진, 이장욱","X",9900,342,52,8,702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
