"Title","Writer","Publisher","Series","Price","Pagenum","Reviewcount","Score","Sellnum","Avail19","Novel_X","Novel_Korea","Novel_United","Novel_Japan","Novel_China","Novel_SpainLatin","Novel_France","Novel_Germany","Novel_Russia","Novel_Italy","Novel_EEurope","Novel_NEurope","Novel_EtcCountry","Novel_WriterSelect","Genre_Mystery","Genre_Horror","Genre_Fantasy","Genre_Martialart","Genre_SF","Genre_Thriller","Genre_History","Genre_X","n"
"리턴 1979 9","강유한","스카이BOOK","X",8100,304,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"리턴 대한제국 3","하영후","동아","X",7200,312,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"리턴 대한제국 4","하영후","동아","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"리턴 대한제국 5","하영후","동아","X",7200,296,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"리턴 레이드 헌터 4","인기영","청어람","X",7200,306,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 레이드 헌터 5","인기영","청어람","X",7200,314,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 레이드 헌터 6","인기영","청어람","X",7200,306,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 레이드 헌터 7","인기영","청어람","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 1","류승현","청어람","X",7200,312,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 10","류승현","청어람","X",7200,304,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 11","류승현","청어람","X",7200,310,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 12","류승현","청어람","X",7200,316,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 13","류승현","청어람","X",7200,316,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 2","류승현","청어람","X",7200,296,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 3","류승현","청어람","X",7200,298,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 4","류승현","청어람","X",7200,298,0,0,48,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 5","류승현","청어람","X",7200,310,0,0,48,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 6","류승현","청어람","X",7200,296,0,0,48,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 7","류승현","청어람","X",7200,296,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 8","류승현","청어람","X",7200,314,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 마스터 9","류승현","청어람","X",7200,320,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 에이스 1","신세로","북두","X",7200,328,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 에이스 2","신세로","북두","X",7200,328,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리턴 홀릭 8","수민","로크미디어","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"리틀 라이프 1","한야 야나기하라","시공사","X",13320,620,10,8,1236,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"리틀 라이프 2","한야 야나기하라","시공사","X",13320,436,4,10,1116,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"리틀 붓다, 행복을 찾아서","클라우스 미코슈","새벽숲","X",10800,184,0,0,774,"X",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"리틀 스트레인저","새라 워터스","문학동네","X",15120,716,13,8,378,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"리틀 슬립","폴 트렘블레이","비채","X",10800,388,14,8,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"리틀 시스터","레이먼드 챈들러","북하우스","X",12600,462,6,8,366,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"리틀 페이스","소피 해나","레드박스","X",12600,488,23,8,78,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"리플레이","곽호재","한솜미디어","X",9000,237,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"린다 살인 사건의 린다 1","레이프 페르손","엘릭시르","X",12150,324,1,8,60,"X",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"린다 살인 사건의 린다 2","레이프 페르손","엘릭시르","X",12150,380,0,0,48,"X",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"릴리트","프리모 레비","돌베개","X",11700,347,0,0,210,"X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"릴케 단편선 ","라이너 마리아 릴케","문예출판사","X",8100,248,0,0,72,"X",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"립반윙클의 신부","이와이 슌지","알에이치코리아(RHK)","X",11700,300,32,8,606,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"링 2","스즈키 고지","황금가지","X",11700,384,5,10,162,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"링로드를 달리는 여자 Butterflies in November","외이뒤르 아바 올라프스도티르","재승출판","X",12150,408,1,5,36,"X",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"링컨 차를 타는 변호사","마이클 코넬리","알에이치코리아(RHK)","X",10800,496,3,8,576,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마거릿 대처 암살 사건","힐러리 맨틀","민음사","X",11700,292,0,0,0,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마검사 10","치우기","영상노트","X",7200,280,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검사 5","치우기","영상노트","X",7200,292,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검사 6","치우기","영상노트","X",7200,292,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검사 7","치우기","영상노트","X",7200,272,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검사 8","치우기","영상노트","X",7200,272,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검왕 20","나민채","드림북스","X",7200,312,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검왕 21","나민채","드림북스","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검왕 22","나민채","드림북스","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검왕 23","나민채","드림북스","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검왕 24","나민채","드림북스","X",7200,288,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검왕 25","나민채","드림북스","X",7200,288,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검왕 26","나민채","드림북스","X",7200,288,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마검왕 27","나민채","드림북스","X",7200,320,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마검왕 28","나민채","드림북스","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마검왕 29","나민채","드림북스","X",7200,288,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마검왕 30","나민채","드림북스","X",7200,302,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마검왕 31","나민채","드림북스","X",7200,304,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마검왕 32","나민채","드림북스","X",7200,304,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마계를 삼키다 10","일황","파피루스(디앤씨미디어)","X",7200,303,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마계를 삼키다 5","일황","파피루스(디앤씨미디어)","X",7200,304,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마계를 삼키다 6","일황","파피루스(디앤씨미디어)","X",7200,304,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마계를 삼키다 7","일황","파피루스(디앤씨미디어)","X",7200,312,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마계를 삼키다 8","일황","파피루스(디앤씨미디어)","X",7200,301,0,0,48,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마계를 삼키다 9","일황","파피루스(디앤씨미디어)","X",7200,301,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마고, 신으로 돌아오다","박주원","책만드는집","X",11700,328,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마교 사전 2","한소공","민음사","X",9000,312,0,0,60,"X",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마교 이인자에서 역대급 헌터가 되다! 1","주옥","영상노트","X",7200,312,0,0,60,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마교 이인자에서 역대급 헌터가 되다! 2","주옥","영상노트","X",7200,288,0,0,72,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마교 이인자에서 역대급 헌터가 되다! 3","주옥","영상노트","X",7200,304,0,0,72,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마교 이인자에서 역대급 헌터가 되다! 4","주옥","영상노트","X",7200,288,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마교서생 2부 1","북미혼","파피루스(디앤씨미디어)","X",7200,313,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마교서생 2부 2","북미혼","파피루스(디앤씨미디어)","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마교서생 2부 3","북미혼","파피루스(디앤씨미디어)","X",7200,305,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마교서생 2부 4","북미혼","파피루스(디앤씨미디어)","X",7200,300,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마교육제 1","송재일","로크미디어","X",7200,304,0,0,84,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 10","송재일","로크미디어","X",7200,304,0,0,78,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 11","송재일","로크미디어","X",7200,304,0,0,84,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 2","송재일","로크미디어","X",7200,304,0,0,84,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 3","송재일","로크미디어","X",7200,304,0,0,96,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 4","송재일","로크미디어","X",7200,304,0,0,84,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 5","송재일","로크미디어","X",7200,304,0,0,72,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 6","송재일","로크미디어","X",7200,304,0,0,72,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 7","송재일","로크미디어","X",7200,304,0,0,60,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 8","송재일","로크미디어","X",7200,304,0,0,72,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마교육제 9","송재일","로크미디어","X",7200,304,0,0,48,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마그누스 ","실비 제르맹","문학동네","X",12420,308,1,8,204,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마나통이 너무 커요! 1","찬동","파피루스(디앤씨미디어)","X",7200,315,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마나통이 너무 커요! 2","찬동","파피루스(디앤씨미디어)","X",7200,319,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마나통이 너무 커요! 3","찬동","파피루스(디앤씨미디어)","X",7200,316,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마나통이 너무 커요! 4","찬동","파피루스(디앤씨미디어)","X",7200,324,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마나통이 너무 커요! 5","찬동","파피루스(디앤씨미디어)","X",7200,303,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마나통이 너무 커요! 6","찬동","파피루스(디앤씨미디어)","X",7200,304,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마나통이 너무 커요! 7","찬동","파피루스(디앤씨미디어)","X",7200,308,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마나통이 너무 커요! 8","찬동","파피루스(디앤씨미디어)","X",7200,302,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마녀 사랑의 주문을 걸다 1","질 바넷","현대문화센타","X",7650,344,0,0,0,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마녀가 된 우리 엄마","김영우","북랩","X",11520,272,1,8,24,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마녀식당으로 오세요","구상희","다산책방","X",11700,304,13,8,1890,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마녀의 씨","마거릿 애트우드","현대문학","X",13050,432,12,8,600,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마농 레스코","아베 프레보","살림출판사","X",8100,212,0,0,168,"X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"마농 레스코 : Manon Lescaut(영문판)","아베 프레보","BOOKK(부크크)","X",14000,263,0,0,0,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마농 레스코 1","아베 프레보","큰글","X",26000,210,0,0,0,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마농 레스코 2","아베 프레보","큰글","X",26000,170,0,0,0,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마농의 샘 1","마르셀 파뇰","펭귄클래식코리아","X",9900,352,6,8,288,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마농의 샘 2","마르셀 파뇰","펭귄클래식코리아","X",9900,364,2,10,300,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마니석, 고요한 울림","페마체덴","산지니","X",13500,336,0,0,225,"X",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마담 엑스","재신다 와일더","글누림","X",15000,516,11,8,60,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마담투소","미셸 모런","기파랑","X",17550,535,1,6,72,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마당 깊은 집","김원일","문학과지성사","X",12600,296,0,0,2337,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마도 진조휘 1","요람","청어람","X",7200,296,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도 진조휘 2","요람","청어람","X",7200,298,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도 진조휘 3","요람","청어람","X",7200,316,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도 진조휘 4","요람","청어람","X",7200,292,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도 진조휘 5","요람","청어람","X",7200,295,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도 진조휘 6","요람","청어람","X",7200,292,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도 진조휘 7","요람","청어람","X",7200,290,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도 진조휘 8","요람","청어람","X",7200,302,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도 진조휘 9","요람","청어람","X",7200,316,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도사, 고려에 떨어지다 1","둥치","영상노트","X",7200,288,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도사, 고려에 떨어지다 2","둥치","영상노트","X",7200,287,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도사, 고려에 떨어지다 3","둥치","영상노트","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도사, 고려에 떨어지다 4","둥치","영상노트","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도사, 고려에 떨어지다 5","둥치","영상노트","X",7200,295,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도사, 고려에 떨어지다 6","둥치","영상노트","X",7200,287,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도사, 고려에 떨어지다 7","둥치","영상노트","X",7200,296,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도사, 고려에 떨어지다 8","둥치","영상노트","X",7200,296,0,0,48,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도사의 달","이누이시 토모코","영상출판미디어","X",11700,512,1,10,180,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"마도신기 1","강태훈","청어람","X",7200,358,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도신기 2","강태훈","청어람","X",7200,358,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도신기 3","강태훈","청어람","X",7200,200,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도십병 1","조돈형","청어람","X",7200,350,1,8,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도십병 2","조돈형","청어람","X",7200,350,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도십병 3","조돈형","청어람","X",7200,350,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도십병 4","조돈형","청어람","X",7200,350,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도십병 5","조돈형","청어람","X",7200,350,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도예검 4","김용하","청어람","X",7600,287,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도예검 6","김용하","청어람","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마도쟁패 3","장영훈","청어람","X",7200,327,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"마돈나","오쿠다 히데오","북스토리","X",10800,324,15,8,354,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마디","안일상","이든북","X",12350,272,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마뜨료나의 집","알렉산드르 이자에비치 솔제니친","인디북","X",8550,140,0,0,198,"X",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마라 다이어","미셸 호드킨","한스미디어","X",6000,416,86,8,24,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마라 다이어 2","미셸 호드킨","한스미디어","X",6000,510,0,0,24,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마라 다이어 3","미셸 호드킨","한스미디어","X",12150,468,0,0,0,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마루","베시 헤드","문학동네","베시헤드 선집",9900,237,3,8,36,"X",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"마루 밑 남자","하라 코이치","예담","X",9000,256,46,8,36,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마루 위 고양이","김용철","밥북","X",10800,224,1,8,24,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마루가 꺼진 은신처","이치은","알렙","X",11700,284,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마르셀의 추억","마르셀 뺘뇰","창","X",6300,231,1,6,0,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마르코발도 혹은 도시의 사계절 ","이탈로 칼비노","민음사","X",10800,196,0,0,60,"X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"마르타","엘리자 오제슈코바","산지니","X",14250,352,1,10,0,"X",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"마르탱 게르의 귀향","장-클로드 카리에르, 다니엘 비뉴","문학과지성사","X",10800,252,0,0,612,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마리","김옥림","서래books","X",10620,280,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마리 앙투아네트 1","엔도 슈사쿠","티타임","X",22500,382,1,9,882,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마리 앙투아네트 2","엔도 슈사쿠","티타임","X",22500,348,1,8,816,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마리 앙투아네트 베르사유의 장미","슈테판 츠바이크","청미래","X",13500,552,26,8,1110,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"마리 앙투아네트/모르는 여인의 편지","슈테판 츠바이크","동서문화사","X",12600,540,1,10,138,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마리나","카를로스 루이스 사폰","문학동네","X",11700,376,4,10,114,"X",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마리아 천줄읽기","호르헤 이삭스","지만지","X",23000,172,0,0,0,"X",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마리아비틀 Mariabeetle","이사카 코타로, 이영미","21세기북스","X",12870,596,88,8,378,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"마리오네뜨, 느린마을로 날다","유금호","이유","X",10800,256,0,0,12,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
